stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
E01940,,"5TH AVE OPP CRAFT AVE (CARLOW UNIV)",,  40.437916, -79.963898,01
E01960,,"5TH AVE OPP GIST ST",,  40.438339, -79.979469,01
E01980,,"5TH AVE OPP HIGHLAND AVE",,  40.451836, -79.924004,01
E01990,,"5TH AVE OPP MARYLAND AVE",,  40.450432, -79.927452,01
E02010,,"5TH AVE OPP #2410 (ACTA PROGRAM)",,  40.436905, -79.970169,01
E02030,,"5TH AVE OPP #2358",,  40.437176, -79.970985,01
E02040,,"5TH AVE OPP SENECA ST",,  40.438198, -79.975868,01
E02050,,"5TH AVE OPP THACKERAY AVE",,  40.443077, -79.956459,01
E02070,,"5TH AVE OPP THOMAS BLVD",,  40.454926, -79.911560,01
E02080,,"5TH AVE OPP VAN BRAAM ST",,  40.438503, -79.982628,01
E02090,,"5TH AVE OPP WILKINS AVE",,  40.447845, -79.937050,01
E02100,,"5TH ST AT BRINTON",,  40.385834, -79.760559,02
E02110,,"5TH ST AT CAVIT",,  40.385731, -79.760086,02
E02180,,"6TH ST AT BRINTON",,  40.387466, -79.759972,02
E02200,,"6TH ST AT CAVIT",,  40.387276, -79.759140,02
E02220,,"6TH ST AT FAIRMONT",,  40.386688, -79.756485,02
E02230,,"6TH ST AT FOREST",,  40.386868, -79.757484,02
E02240,,"6TH ST AT GILMORE",,  40.386459, -79.755432,02
E02243,,"6TH ST AT KNAPP'S GARAGE",,  40.406281, -79.862419,02
E02245,,"6TH ST AT BALDRIDGE",,  40.405727, -79.863518,02
E02260,,"6TH ST OPP DUQUESNE",,  40.387100, -79.758377,02
E02280,,"6TH ST OPP HOMEWOOD",,  40.386246, -79.754456,02
E02290,,"6TH ST OPP INWOOD",,  40.385845, -79.752899,02
E02430,,"7TH ST AT PROSPECT",,  40.386383, -79.752602,02
E02450,,"7TH ST AT #640",,  40.386978, -79.755219,02
E02470,,"7TH ST AT #756",,  40.386681, -79.753983,02
E02770,,"ABER RD AT GROVE",,  40.467846, -79.865295,01
E02790,,"ABER RD AT #8077",,  40.469170, -79.862213,01
E02810,,"ABER RD AT #8141",,  40.471008, -79.861557,01
E02830,,"ABER RD AT #8255",,  40.472546, -79.861450,01
E02850,,"ABER RD AT URBAN",,  40.467323, -79.869362,01
E02870,,"ABER RD OPP HARVEST",,  40.473450, -79.861847,01
E02890,,"ADELAIDE ST AT CAMP",,  40.453362, -79.957916,01
E02900,,"ADELAIDE ST AT IOWA FS",,  40.452942, -79.956696,01
E02910,,"ADELAIDE ST AT MILWAUKEE",,  40.454628, -79.960625,01
E02920,,"ADELAIDE ST OPP LYON FS",,  40.453846, -79.959320,01
E02925,,"AIKEN AVE AT BROAD ST",,  40.465603, -79.935890,01
E02929,,"AIKEN AVE AT KINCAID ST",,  40.466301, -79.935478,01
E02930,,"AIKEN AVE AT PENN AVE",,  40.464748, -79.936440,01
E02931,,"AIKEN AVE AT ROSETTA ST",,  40.467045, -79.935036,01
E02940,,"AIRBRAKE AVE AT 11TH",,  40.403305, -79.822899,02
E02980,,"AIRBRAKE AVE AT 5TH",,  40.400913, -79.817764,02
E02990,,"AIRBRAKE AVE AT 7TH",,  40.401772, -79.819275,02
E03000,,"AIRBRAKE AVE AT 7TH",,  40.401711, -79.819633,02
E03010,,"AIRBRAKE AVE AT 9TH",,  40.402550, -79.821091,02
E03020,,"AIRBRAKE AVE AT BRIDGE",,  40.395271, -79.805458,02
E03030,,"AIRBRAKE AVE AT GRANT",,  40.404774, -79.825691,02
E03050,,"AIRBRAKE AVE AT MID-BLOCK",,  40.397293, -79.812210,02
E03070,,"AIRBRAKE AVE AT #932",,  40.403809, -79.824463,02
E03080,,"AIRBRAKE AVE OPP 10TH",,  40.402855, -79.822304,02
E03100,,"AIRBRAKE AVE OPP 11TH",,  40.403263, -79.823212,02
E03120,,"AIRBRAKE AVE OPP 1ST",,  40.397911, -79.813126,02
E03140,,"AIRBRAKE AVE OPP 2ND",,  40.399452, -79.815430,02
E03150,,"AIRBRAKE AVE OPP 3RD",,  40.399967, -79.816231,02
E03180,,"AIRBRAKE AVE OPP 4TH",,  40.400551, -79.817108,02
E03200,,"AIRBRAKE AVE OPP 9TH",,  40.402466, -79.821381,02
E03240,,"AIRBRAKE AVE AT MILLER",,  40.395321, -79.806450,02
E03260,,"AIRBRAKE AVE OPP STEPS",,  40.396347, -79.810669,02
E03270,,"AIRBRAKE AVE AT 10TH",,  40.402927, -79.821976,02
E03273,,"ALBERT ST AT MAPLE AVE",,  40.408012, -79.819740,02
E03277,,"ALCOMA BLVD AT TURNAROUND",,  40.485374, -79.799683,02
E03290,,"ALGER ST AT WINTERBURN",,  40.427078, -79.939697,01
E03320,,"ALLEGHENY RIVER BLVD AT CENTER",,  40.506702, -79.842995,02
E03330,,"ALLEGHENY RIVER BLVD AT CENTER FS",,  40.506733, -79.842728,02
E03350,,"ALLEGHENY RIVER BLVD AT COLLEGE AVE",,  40.513851, -79.843079,02
E03450,,"ALLEGHENY RIVER BLVD AT PLUM FS",,  40.512352, -79.843262,02
E03550,,"ALLEGHENY RIVER BLVD AT SHELDON FS",,  40.508316, -79.842506,02
E03560,,"ALLEGHENY RIVER BLVD AT SOUTH",,  40.504959, -79.843254,02
E03570,,"ALLEGHENY RIVER BLVD AT SOUTH",,  40.504669, -79.843010,02
E03740,,"ALLEGHENY RIVER BLVD OPP PLUM",,  40.511929, -79.843521,02
E03830,,"ALLEGHENY RIVER BLVD OPP SHELDON",,  40.508511, -79.842796,02
E03900,,"ALLEQUIPPA ST OPP DARRAGH",,  40.443451, -79.965004,01
E03910,,"ALLEQUIPPA ST AT DARRAGH",,  40.443092, -79.965233,01
E03926,,"ALLEQUIPPA ST AT WHITRIDGE",,  40.440979, -79.968040,01
E03927,,"ALLEQUIPPA ST AT SR. RESIDENCE (#2418)",,  40.440552, -79.968590,01
E03930,,"ALLEQUIPPA ST AT #3701 (DELTA SIGMA DORM)",,  40.444481, -79.963623,01
E03940,,"ALLEQUIPPA ST AT SUTHERLAND (PETERSEN CTR)",,  40.444462, -79.963425,01
E04075,,"MONROEVILLE PLAZA AT PARK AND RIDE",,  40.439949, -79.742706,02
E04140,,"ARDMORE BLVD OPP AVE B (PARK AND RIDE)",,  40.413189, -79.845314,02
E04150,,"ARDMORE BLVD AT AVE B (PARK AND RIDE)",,  40.413071, -79.844810,02
E04160,,"ARDMORE BLVD AT BERKLEY",,  40.419769, -79.850456,02
E04170,,"ARDMORE BLVD AT BEVINGTON FS",,  40.426605, -79.862900,1A
E04180,,"ARDMORE BLVD AT BRADDOCK",,  40.424664, -79.859116,1A
E04190,,"ARDMORE BLVD AT BRADDOCK",,  40.424568, -79.859795,1A
E04210,,"ARDMORE BLVD AT BRINTON",,  40.435555, -79.871773,1A
E04220,,"ARDMORE BLVD AT BRYN MAWR NS",,  40.431332, -79.864006,1A
E04230,,"ARDMORE BLVD OPP BRYN MAWR FS",,  40.432087, -79.865044,1A
E04240,,"ARDMORE BLVD AT FAIRFAX",,  40.422188, -79.854126,02
E04250,,"ARDMORE BLVD AT FAIRFAX",,  40.422104, -79.854759,02
E04270,,"ARDMORE BLVD AT KENMORE",,  40.417355, -79.848763,02
E04280,,"ARDMORE BLVD OPP LAFAYETTE",,  40.429565, -79.863441,1A
E04290,,"ARDMORE BLVD AT LAFAYETTE",,  40.429638, -79.863968,1A
E04310,,"ARDMORE BLVD AT MARION FS",,  40.419971, -79.850136,02
E04320,,"ARDMORE BLVD AT MARLBORO FS",,  40.435879, -79.871674,1A
E04340,,"ARDMORE BLVD AT WESTINGHOUSE",,  40.421013, -79.852539,02
E04350,,"ARDMORE BLVD AT NEWPORT",,  40.425819, -79.861443,1A
E04380,,"ARDMORE BLVD AT SUMNER",,  40.417141, -79.848160,02
E04400,,"ARDMORE BLVD AT YOST FS",,  40.415421, -79.847603,02
E04410,,"ARDMORE BLVD OPP BEVINGTON",,  40.426891, -79.862656,1A
E04420,,"ARDMORE BLVD OPP WESTINGHOUSE",,  40.421227, -79.852188,02
E04430,,"ARDMORE BLVD OPP NEWPORT",,  40.425594, -79.861801,1A
E04450,,"ARDMORE BLVD OPP REBECCA FS",,  40.437057, -79.873337,1A
E04470,,"ARDMORE BLVD OPP YOST",,  40.415661, -79.847244,02
E04510,,"ATLANTIC AVE AT BROAD ST",,  40.465740, -79.938232,01
E04520,,"ATLANTIC AVE AT HILLCREST ST",,  40.468300, -79.938232,01
E04540,,"ATLANTIC AVE AT KINCAID ST",,  40.466511, -79.938011,01
E04580,,"ATLANTIC AVE AT ROSETTA ST",,  40.467228, -79.937843,01
E04635,,"AURELIUS AVE AT MCCLURE",,  40.421185, -79.895294,1A
E04645,,"AURELIUS ST AT HARRISON",,  40.422974, -79.895935,1A
E04660,,"AURELIUS AVE AT SCHOYER",,  40.422047, -79.895683,1A
E04663,,"AVENUE U AT WATKINS",,  40.394890, -79.804031,02
E04665,,"BAKER ST AT CHISLETT",,  40.487720, -79.923462,01
E04666,,"BAKER ST AT BALLARD WAY",,  40.487591, -79.920296,01
E04667,,"BAKER ST AT BUTLER ST",,  40.487759, -79.920013,01
E04670,,"BAKER ST AT GALLATIN",,  40.487492, -79.921692,01
E04680,,"BAKER ST AT #7207",,  40.487850, -79.923332,01
E04690,,"BAKER ST OPP GALLATIN",,  40.487419, -79.921921,01
E04700,,"BALDRIDGE AVE AT WALNUT ST FS",,  40.404385, -79.862190,1A
E04740,,"BALDRIDGE AVE AT 6TH ST FS (SR HI-RISE)",,  40.405376, -79.863350,02
E04810,,"BAUM BLVD AT CRAIG ST FS",,  40.453884, -79.952950,01
E04820,,"BAUM BLVD AT CYPRESS ST",,  40.455833, -79.942024,01
E04830,,"BAUM BLVD AT CYPRESS ST FS",,  40.455936, -79.942299,01
E04840,,"BAUM BLVD AT ENFIELD ST",,  40.454140, -79.949371,01
E04850,,"BAUM BLVD AT GRAHAM ST",,  40.457493, -79.936890,01
E04860,,"BAUM BLVD OPP FAIRMOUNT ST",,  40.457668, -79.935661,01
E04870,,"BAUM BLVD AT LIBERTY AVE",,  40.456749, -79.939430,01
E04880,,"BAUM BLVD AT LIBERTY AVE FS",,  40.456627, -79.939194,01
E04890,,"BAUM BLVD AT MELWOOD AVE",,  40.454082, -79.951897,01
E04900,,"BAUM BLVD AT MELWOOD AVE FS",,  40.453926, -79.951591,01
E04910,,"BAUM BLVD AT MILLVALE AVE",,  40.454449, -79.947601,01
E04920,,"BAUM BLVD AT MILLVALE AVE",,  40.454254, -79.947769,01
E04930,,"BAUM BLVD AT MOREWOOD AVE",,  40.455040, -79.945229,01
E04940,,"BAUM BLVD AT MOREWOOD AVE",,  40.454853, -79.945274,01
E05000,,"BAUM BLVD AT ENFIELD ST FS",,  40.454021, -79.949127,01
E05180,,"BEACON ST AT MUNHALL",,  40.434422, -79.924927,01
E05190,,"BEACON ST AT MURDOCH",,  40.433655, -79.930756,01
E05200,,"BEACON ST AT MURDOCH FS",,  40.433784, -79.930420,01
E05210,,"BEACON ST AT MURRAY NS",,  40.434551, -79.923439,01
E05220,,"BEACON ST AT #5414",,  40.433441, -79.932442,01
E05230,,"BEACON ST AT #5818",,  40.434769, -79.922173,01
E05240,,"BEACON ST AT SHADY",,  40.435204, -79.919197,01
E05250,,"BEACON ST AT WENDOVER",,  40.433846, -79.929291,01
E05260,,"BEACON ST AT WIGHTMAN",,  40.434006, -79.928040,01
E05270,,"BEACON ST OPP #5414",,  40.433598, -79.931915,01
E05280,,"BEACON ST OPP WENDOVER",,  40.433994, -79.929016,01
E05295,,"BEATTY RD AT BEATTY POINTE VILLAGE FS",,  40.446060, -79.748734,02
E05297,,"BEATTY RD OPP BEATTY POINTE VILLAGE",,  40.445953, -79.747894,02
E05300,,"BEATTY RD AT BRUNNER DR",,  40.451916, -79.755051,02
E05340,,"BEATTY RD AT COLLEGE PARK",,  40.441662, -79.742683,02
E05350,,"BEATTY RD AT COOPER RD",,  40.452076, -79.752739,02
E05380,,"BEATTY RD AT HAYMAKER RD",,  40.448517, -79.761032,02
E05390,,"BEATTY RD AT OLD WM PENN",,  40.440529, -79.742310,02
E05400,,"BEATTY RD AT #521",,  40.449432, -79.759499,02
E05460,,"BEATTY RD OPP BRUNNER DR",,  40.451744, -79.755180,02
E05470,,"BEATTY RD OPP COLLEGE PARK",,  40.441753, -79.743134,02
E05500,,"BEATTY RD OPP #557",,  40.450714, -79.757263,02
E05510,,"BEATTY ST AT EVA ST",,  40.461170, -79.927505,01
E05515,,"BEATTY ST AT BAUM BLVD NS",,  40.460407, -79.927971,01
E05517,,"BEATTY ST AT PENN CIRCLE SOUTH",,  40.459278, -79.927597,01
E05520,,"BEATTY ST AT PENN AVE NS",,  40.461548, -79.927132,01
E05670,,"BEDFORD AVE AT MANILLA",,  40.444935, -79.986237,01
E05700,,"BEDFORD AVE OPP MERCER ST",,  40.444530, -79.987244,01
E05710,,"BEDFORD AVE AT MERCER ST",,  40.444302, -79.987305,01
E05910,,"BEECHWOOD BLVD AT DOUGLAS",,  40.433510, -79.913864,01
E05920,,"BEECHWOOD BLVD AT FEDERAL HILL",,  40.420868, -79.927437,01
E05940,,"BEECHWOOD BLVD AT FORWARD",,  40.428101, -79.916237,01
E05960,,"BEECHWOOD BLVD AT HAZELWOOD",,  40.419724, -79.927422,01
E05970,,"BEECHWOOD BLVD AT LILAC",,  40.422878, -79.927521,01
E05980,,"BEECHWOOD BLVD AT LILAC",,  40.423111, -79.927666,01
E05990,,"BEECHWOOD BLVD AT LORETTA",,  40.422153, -79.927864,01
E06010,,"BEECHWOOD BLVD AT MONITOR",,  40.425407, -79.926598,01
E06030,,"BEECHWOOD BLVD AT NICHOLSON",,  40.430416, -79.915314,01
E06035,,"BEECHWOOD BLVD AT CROMBIE",,  40.431061, -79.915230,01
E06040,,"BEECHWOOD BLVD AT PHILLIPS",,  40.432728, -79.915192,01
E06045,,"BEECHWOOD BLVD AT RONALD FS",,  40.426796, -79.938339,01
E06050,,"BEECHWOOD BLVD AT #2530",,  40.429398, -79.915565,01
E06130,,"BEECHWOOD BLVD AT #3773",,  40.428047, -79.929329,01
E06140,,"BEECHWOOD BLVD AT #3825",,  40.428257, -79.930923,01
E06160,,"BEECHWOOD BLVD AT #3911",,  40.428192, -79.933784,01
E06180,,"BEECHWOOD BLVD AT BOULEVARD DR",,  40.426994, -79.936996,01
E06200,,"BEECHWOOD BLVD AT TILBURY AVE",,  40.426659, -79.919075,01
E06210,,"BEECHWOOD BLVD AT WELFER",,  40.424885, -79.927170,01
E06215,,"BEECHWOOD BLVD OPP FEDERAL HILL",,  40.421059, -79.927620,01
E06230,,"BEECHWOOD BLVD OPP FOREST GLEN",,  40.434216, -79.912239,01
E06240,,"BEECHWOOD BLVD OPP FORWARD",,  40.427532, -79.928360,01
E06250,,"BEECHWOOD BLVD AT LORETTA",,  40.422054, -79.927666,01
E06280,,"BEECHWOOD BLVD OPP MONITOR",,  40.426277, -79.916908,01
E06315,,"BEECHWOOD BLVD AT PARKWAY ENT",,  40.428471, -79.931015,01
E06360,,"BEECHWOOD BLVD OPP WELFER",,  40.424686, -79.926865,01
E06370,,"BEELER ST OPP BEELERMONT",,  40.445526, -79.933121,01
E06390,,"BEELER ST AT FORBES",,  40.444115, -79.938492,01
E06410,,"BEELER ST AT FORBES FS",,  40.443993, -79.938332,01
E06420,,"BEELER ST AT OLYMPIA",,  40.445381, -79.934769,01
E06430,,"BEELER ST OPP OLYMPIA",,  40.445225, -79.934891,01
E06440,,"BEELER ST AT UNGER",,  40.444984, -79.936546,01
E06450,,"BEELER ST AT #5362",,  40.445473, -79.931824,01
E06460,,"BEELER ST AT WILKINS FS",,  40.445648, -79.931694,01
E06470,,"BEELER ST AT BEELERMONT",,  40.445343, -79.933403,01
E06490,,"BEELER ST OPP UNGER FS",,  40.444813, -79.936493,01
E06580,,"JONES AVE AT PARKVIEW AVE",,  40.403595, -79.862671,1A
E06585,,"JONES AVE AT BELL AVE",,  40.403286, -79.862869,02
E06650,,"BELLEFIELD AVE AT 5TH AVE",,  40.446438, -79.951767,01
E06660,,"BELLEFIELD AVE AT BOARD OF EDUCATION",,  40.444405, -79.950905,01
E06917,,"BENTLEY DR AT BURROWS ST",,  40.439774, -79.970474,01
E06940,,"BENTLEY DR AT KIRKPATRICK ST FS",,  40.440758, -79.974228,01
E06950,,"BENTLEY DR AT KIRKPATRICK ST",,  40.440674, -79.974144,01
E06970,,"BENTLEY DR AT #2027",,  40.440147, -79.976082,01
E07000,,"BENTLEY DR AT #2071",,  40.440426, -79.977722,01
E07030,,"BENTLEY DR AT #2118",,  40.440025, -79.976303,01
E07050,,"BENTLEY DR AT #2160",,  40.440311, -79.977753,01
E07170,,"BESSEMER AVE AT GRANDVIEW",,  40.394997, -79.839111,02
E07190,,"BESSEMER AVE AT MAIN",,  40.395126, -79.841507,02
E07250,,"BEULAH RD AT FOREST DR",,  40.447834, -79.849472,02
E07340,,"BEULAH RD AT LONG",,  40.450550, -79.843712,02
E07350,,"BEULAH RD AT MCCRADY RD",,  40.446346, -79.848289,02
E07500,,"BEULAH RD OPP MCCRADY RD FS",,  40.446354, -79.848480,02
E07550,,"BIGELOW BLVD AT BLOOMFLD BRDGE FS",,  40.458881, -79.958321,01
E07570,,"BIGELOW BLVD AT CENTRE FS",,  40.451256, -79.954697,01
E07585,,"BIGELOW BLVD AT CRAIG",,  40.456459, -79.955055,01
E07600,,"BIGELOW BLVD AT FINLAND ST",,  40.458168, -79.960373,01
E07630,,"BIGELOW BLVD AT HARDING WAY",,  40.456856, -79.963455,01
E07660,,"BIGELOW BLVD AT HERRON AVE FS",,  40.455627, -79.966354,01
E07670,,"BIGELOW BLVD AT HERRON AVE FS",,  40.455612, -79.965775,01
E07690,,"BIGELOW BLVD AT ROYAL YORK",,  40.453056, -79.954056,01
E07730,,"BIGELOW BLVD OPP SCHENLEY GARDENS",,  40.454330, -79.954506,01
E07740,,"BIGELOW BLVD AT 30TH ST STEPS",,  40.454750, -79.968582,01
E07750,,"BIGELOW BLVD OPP FRANK CURTO PARK",,  40.450249, -79.979332,01
E07770,,"BIGELOW BLVD OPP BLOOMFIELD BRIDGE",,  40.458492, -79.957359,01
E07790,,"BIGELOW BLVD OPP FINLAND ST",,  40.457809, -79.960571,01
E07800,,"BIGELOW BLVD OPP HARDING WAY",,  40.456516, -79.963570,01
E07805,,"BIGELOW BLVD AT MOORHEAD TOWERS",,  40.453835, -79.954300,01
E07810,,"BIGELOW BLVD OPP PARKMAN",,  40.449196, -79.955475,01
E07830,,"BIGELOW BLVD AT #3877",,  40.455021, -79.954628,01
E07850,,"BIGELOW BLVD OPP 30TH ST STEPS",,  40.455009, -79.968796,01
E07860,,"BIGELOW BLVD AT FRANK CURTO PARK",,  40.450520, -79.979378,01
E07870,,"BIGELOW ST AT HAZELWOOD",,  40.419636, -79.933937,01
E07880,,"BIGELOW ST AT MCCASLIN",,  40.419006, -79.938217,01
E07890,,"BIGELOW ST AT #635 (HAZELWOOD FS)",,  40.419720, -79.934052,01
E07910,,"BIGELOW ST AT TESLA",,  40.419437, -79.935844,01
E07915,,"BIGELOW ST OPP TESLA",,  40.419319, -79.936066,01
E07920,,"BIGELOW ST AT WINTERBURN",,  40.418953, -79.939743,01
E08045,,"BLACK ST AT NEGLEY AVE FS",,  40.468937, -79.927742,01
E08046,,"BLACK ST AT NEGLEY AVE",,  40.468697, -79.927811,01
E08050,,"BLACK ST AT CHISLETT ST",,  40.469700, -79.930000,01
E08051,,"BLACK ST OPP CHISLETT ST",,  40.469669, -79.930290,01
E08056,,"BLACK ST AT AIKEN AVE",,  40.470646, -79.932999,01
E08070,,"BLUFF ST AT STEVENSON",,  40.435257, -79.986443,01
E08090,,"BLVD OF ALLIES AT BATES",,  40.435127, -79.956314,01
E08120,,"BLVD OF ALLIES AT CRAFT FS",,  40.435764, -79.960709,01
E08130,,"BLVD OF ALLIES AT CRAFT",,  40.435905, -79.961349,01
E08140,,"BLVD OF ALLIES AT DAWSON",,  40.434399, -79.953026,01
E08150,,"BLVD OF ALLIES AT DAWSON FS",,  40.434261, -79.953003,01
E08160,,"BLVD OF ALLIES AT DUQUESNE UNIV FOOTBRIDGE",,  40.434792, -79.989189,01
E08170,,"BLVD OF ALLIES AT GIST",,  40.436142, -79.979385,01
E08180,,"BLVD OF ALLIES AT HALKET FS",,  40.435905, -79.958763,01
E08185,,"BLVD OF THE ALLIES OPP HALKET ST",,  40.435810, -79.958305,01
E08190,,"BLVD OF ALLIES AT JULIET",,  40.434921, -79.956108,01
E08210,,"BLVD OF ALLIES AT JUMONVILLE",,  40.436321, -79.977623,01
E08240,,"BLVD OF ALLIES AT MARION ST (MERCY HOSP)",,  40.435505, -79.984215,01
E08260,,"BLVD OF ALLIES AT MILTENBERGER",,  40.435879, -79.981369,01
E08330,,"BLVD OF ALLIES AT VAN BRAAM",,  40.435722, -79.982658,01
E08350,,"BLVD OF ALLIES AT WARD",,  40.434589, -79.954475,01
E08360,,"BLVD OF ALLIES AT WARD",,  40.434498, -79.954735,01
E08450,,"BOYCE CAMPUS EAST PKG LOT AT STEPS",,  40.452839, -79.752213,02
E08510,,"BRADDOCK AVE AT 2ND",,  40.406147, -79.873299,02
E08530,,"BRADDOCK AVE AT 3RD",,  40.405556, -79.872665,02
E08550,,"BRADDOCK AVE AT 4TH",,  40.404907, -79.871155,1A
E08560,,"BRADDOCK AVE AT 4TH",,  40.405018, -79.871681,02
E08570,,"BRADDOCK AVE AT 5TH",,  40.404209, -79.869965,1A
E08580,,"BRADDOCK AVE AT 5TH",,  40.404522, -79.870827,02
E08610,,"BRADDOCK AVE AT 7TH",,  40.402412, -79.867630,1A
E08620,,"BRADDOCK AVE AT 7TH",,  40.402660, -79.867622,1A
E08650,,"BRADDOCK AVE AT BIDDLE",,  40.436718, -79.896301,01
E08660,,"BRADDOCK AVE AT BRADDOCK AVE RAMP",,  40.408379, -79.876602,1A
E08690,,"BRADDOCK AVE AT CHARLESTON",,  40.430679, -79.892685,01
E08700,,"BRADDOCK AVE AT CHURCH",,  40.423401, -79.887047,1A
E08720,,"BRADDOCK AVE AT COREY",,  40.403736, -79.869125,1A
